imei,grade,type,region,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
358900787482693,C,Shape,B7,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358900787482693,C,Shape,B8,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358900787482693,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884703360489,C,Scratch,B1,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120.723,553.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884703360489,C,Scratch,B2,832,796.0,528.0,512.0,500.0,460.0,412.0,0.0,0.0,0.0,1667.779,1621.653,2182.976,1608.109,1700.876,1586.982,2192.216,1848.675,1696.872,1998.577,2232.31,1666.778,2181.264,1691.314,0.0,0.0,0.0,0.0,0.0,0.0
351884703360489,C,Scratch,B3,2484,2256.0,1960.0,1900.0,1056.0,816.0,704.0,668.0,540.0,504.0,1782.569,2703.832,1786.065,2749.693,1862.457,2798.72,1947.567,2783.127,1846.482,2856.715,1765.39,2819.695,2058.402,2773.422,1827.96,2539.559,1882.989,2873.065,1726.255,2264.02
351884703360489,C,Shape,B4,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884703360489,C,Shape,B5,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884703360489,C,Shape,B6,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884703360489,C,Shape,B7,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884703360489,C,Shape,B8,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884703360489,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884709898813,C,Scratch,B1,712,708.0,612.0,528.0,416.0,0.0,0.0,0.0,0.0,0.0,1636.999,638.068,1882.231,651.314,2194.113,669.711,1774.325,1077.614,1959.198,756.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884709898813,C,Scratch,B2,860,784.0,708.0,616.0,560.0,544.0,416.0,0.0,0.0,0.0,2149.366,1345.111,2216.419,1784.118,2218.369,2121.7,1884.541,1396.856,2067.066,1353.481,2277.471,1469.047,1744.325,1745.663,0.0,0.0,0.0,0.0,0.0,0.0
351884709898813,C,Scratch,B3,1336,1300.0,440.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,2151.361,2809.006,2297.414,2644.57,2173.141,2835.571,2175.012,2885.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884709898813,C,Shape,B4,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884709898813,C,Shape,B5,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884709898813,C,Shape,B6,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884709898813,C,Shape,B7,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884709898813,C,Shape,B8,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884709898813,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355918200700940,C,Scratch,B1,864,776.0,736.0,664.0,636.0,588.0,556.0,540.0,532.0,0.0,2152.488,569.491,1662.844,1265.846,1629.156,1104.785,1856.401,1274.62,2126.537,1207.253,2233.525,601.375,1852.215,1093.114,1855.614,1186.018,1849.904,1001.01,0.0,0.0
355918200700940,C,Scratch,B2,6741,4563.0,2511.0,2079.0,1458.0,1377.0,1197.0,1098.0,1017.0,0.0,1723.16,1661.731,2065.841,2096.885,1818.763,1921.842,2183.52,1811.267,1714.919,1855.72,1695.654,1583.183,1645.361,1677.901,2146.95,1582.491,1738.24,2078.816,0.0,0.0
355918200700940,C,Scratch,B3,3906,1926.0,1899.0,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.717,2477.201,2156.075,2497.665,1863.062,2837.884,2258.591,2799.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355918200700940,C,Shape,B4,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355918200700940,C,Shape,B5,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355918200700940,C,Shape,B6,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355918200700940,C,Shape,B7,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355918200700940,C,Shape,B8,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355918200700940,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980287126217,C,Scratch,B1,1448,1232.0,1064.0,1000.0,768.0,748.0,748.0,712.0,712.0,676.0,2122.007,608.147,2090.732,1256.937,2223.289,728.087,1754.435,1169.013,1859.298,1157.046,1856.051,1063.969,2159.55,737.772,2071.835,1146.671,1861.64,1247.905,2139.231,637.41
355980287126217,C,Scratch,B2,7992,5391.0,4158.0,3015.0,2646.0,2403.0,1944.0,1845.0,1521.0,1116.0,2219.946,1808.472,1765.517,1518.235,1815.431,1903.803,2123.006,1920.641,2199.064,1618.143,2168.231,1538.335,2258.32,1607.966,1747.204,1850.01,1761.597,1968.344,2191.026,1685.08
355980287126217,C,Scratch,B3,2016,2007.0,1548.0,1530.0,1359.0,1089.0,954.0,0.0,0.0,0.0,2250.984,2180.577,1803.283,2845.915,2311.1,2785.038,1752.318,2512.586,1794.387,2462.719,1681.353,2865.975,1845.737,2813.577,0.0,0.0,0.0,0.0,0.0,0.0
355980287126217,C,Shape,B4,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980287126217,C,Shape,B5,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980287126217,C,Shape,B6,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980287126217,C,Shape,B7,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980287126217,C,Shape,B8,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980287126217,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351999628956003,C,Scratch,B1,1892,1512.0,1200.0,1188.0,1148.0,1028.0,648.0,596.0,548.0,536.0,2294.488,1212.076,2150.615,742.855,2236.636,1013.391,2240.731,734.62,2167.077,902.511,2219.271,575.657,2206.86,908.065,2223.469,648.302,2149.418,1287.833,2252.104,1303.3
351999628956003,C,Scratch,B2,2880,2296.0,1292.0,1144.0,664.0,648.0,552.0,536.0,520.0,416.0,2225.732,1642.469,1702.277,1658.123,2208.661,1421.693,2217.377,1881.025,1793.551,1380.41,1676.122,1805.51,2256.598,1591.267,2233.169,1370.118,1743.986,1887.677,2107.005,2082.75
351999628956003,C,Scratch,B3,888,584.0,576.0,476.0,424.0,0.0,0.0,0.0,0.0,0.0,1886.736,2786.646,1735.797,2565.12,2160.31,2886.135,2272.345,2429.92,2174.201,2225.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351999628956003,C,Shape,B4,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351999628956003,C,Shape,B5,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351999628956003,C,Shape,B6,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351999628956003,C,Shape,B7,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351999628956003,C,Shape,B8,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351999628956003,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980284850207,C,Scratch,B1,1564,1388.0,1284.0,1056.0,924.0,920.0,884.0,836.0,772.0,604.0,2135.142,578.821,2219.591,1219.511,2156.004,996.036,2200.574,1124.958,1721.147,1128.932,2224.067,830.398,2123.513,1056.241,2187.827,1185.387,2235.44,1028.058,2091.277,544.28
355980284850207,C,Scratch,B2,2944,1644.0,1308.0,1264.0,1224.0,1136.0,1068.0,972.0,808.0,760.0,2254.889,1864.279,2255.355,1979.615,2244.69,1810.353,1785.971,1901.392,1708.245,2075.077,2176.08,1860.068,2186.082,1528.032,2113.211,1475.843,2263.952,1708.76,2220.778,1458.41
355980284850207,C,Scratch,B3,1896,1548.0,1384.0,1220.0,952.0,756.0,716.0,700.0,696.0,644.0,2161.639,2329.606,2265.839,2394.231,2256.124,2162.561,2135.943,2416.919,2127.012,2652.768,2245.39,2474.191,2247.551,2570.19,1739.259,2369.939,2272.964,2228.749,2249.632,2213.16
355980284850207,C,Shape,B4,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980284850207,C,Shape,B5,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980284850207,C,Shape,B6,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980284850207,C,Shape,B7,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980284850207,C,Shape,B8,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980284850207,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884707400653,C,Scratch,B1,1048,944.0,928.0,912.0,840.0,808.0,792.0,764.0,728.0,716.0,1633.633,550.599,1860.267,1240.137,1852.963,965.77,1858.69,1147.561,1937.721,683.728,2058.753,964.041,1863.489,651.087,1857.073,1055.304,1643.796,886.81,1647.83,682.71
351884707400653,C,Scratch,B2,4239,2835.0,2133.0,1143.0,1080.0,1035.0,909.0,0.0,0.0,0.0,1763.296,1713.283,1722.51,1911.674,1837.654,2054.719,1854.078,1964.994,1870.967,1907.5,1727.342,1881.435,2207.693,1652.979,0.0,0.0,0.0,0.0,0.0,0.0
351884707400653,C,Scratch,B3,3258,2529.0,2304.0,1188.0,936.0,0.0,0.0,0.0,0.0,0.0,2196.245,2743.084,1688.771,2462.785,2287.668,2557.324,2054.452,2738.437,2231.807,2806.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884707400653,C,Shape,B4,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884707400653,C,Shape,B5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884707400653,C,Shape,B6,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884707400653,C,Shape,B7,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884707400653,C,Shape,B8,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884707400653,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359577624330886,C,Scratch,B1,2680,2064.0,1100.0,1068.0,896.0,684.0,608.0,456.0,452.0,424.0,2286.388,1045.75,1958.906,624.881,2293.843,867.495,2212.27,1012.778,1976.465,704.178,2240.71,982.135,2316.584,1182.088,2317.85,1244.085,2060.401,856.317,1729.426,670.4
359577624330886,C,Scratch,B2,2540,1944.0,1404.0,1244.0,1236.0,1060.0,1000.0,968.0,960.0,956.0,2283.329,1894.346,1751.501,2012.312,1727.891,1663.941,1786.58,2044.711,2102.63,1394.055,1776.467,1449.423,2186.293,1343.576,1884.859,2088.933,1860.54,2025.851,1744.744,1914.0
359577624330886,C,Scratch,B3,900,740.0,688.0,524.0,436.0,424.0,0.0,0.0,0.0,0.0,2031.593,2766.465,2243.17,2450.98,1700.546,2387.717,2141.911,2418.057,2307.14,2308.319,2257.288,2501.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359577624330886,C,Shape,B4,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359577624330886,C,Shape,B5,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359577624330886,C,Shape,B6,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359577624330886,C,Shape,B7,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359577624330886,C,Shape,B8,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359577624330886,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980285854497,C,Scratch,B1,3304,1016.0,788.0,532.0,524.0,456.0,444.0,444.0,0.0,0.0,2232.5,566.448,1728.523,947.889,1717.03,1193.696,2188.767,1037.215,2100.819,924.596,2061.892,555.924,1938.873,894.336,2210.906,974.917,0.0,0.0,0.0,0.0
355980285854497,C,Scratch,B2,2424,2320.0,1032.0,960.0,548.0,460.0,416.0,404.0,400.0,0.0,1700.99,1600.839,2266.945,1695.863,1804.324,1998.002,2199.943,1991.235,1741.565,1708.474,1800.905,1505.239,2231.53,1836.254,1748.337,1959.852,1668.572,1538.923,0.0,0.0
355980285854497,C,Scratch,B3,1256,1192.0,608.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,2224.546,2371.005,2204.471,2176.861,2134.695,2342.512,2020.434,2793.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980285854497,C,Shape,B4,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980285854497,C,Shape,B5,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980285854497,C,Shape,B6,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980285854497,C,Shape,B7,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980285854497,C,Shape,B8,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980285854497,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980287734416,C,Scratch,B1,2324,1228.0,992.0,892.0,844.0,736.0,680.0,620.0,500.0,496.0,2300.57,895.299,2256.475,708.545,2054.127,1326.736,2316.575,1266.781,1666.562,858.843,2159.46,1057.792,2313.611,959.219,2177.75,1023.496,2103.151,1283.241,1875.306,1192.64
355980287734416,C,Scratch,B2,3852,3672.0,1647.0,1485.0,1476.0,1152.0,0.0,0.0,0.0,0.0,2149.069,1536.154,1679.372,1847.514,2137.9,1980.324,1763.244,1881.935,2280.742,1665.678,2300.601,1420.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980287734416,C,Scratch,B3,2169,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270.183,2257.82,1846.579,2386.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980287734416,C,Shape,B4,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980287734416,C,Shape,B5,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980287734416,C,Shape,B6,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980287734416,C,Shape,B7,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980287734416,C,Shape,B8,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355980287734416,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358805900034513,C,Scratch,B1,1864,1700.0,848.0,616.0,544.0,512.0,496.0,456.0,456.0,440.0,2196.574,1201.887,1845.246,1007.893,1852.498,1164.835,2182.284,1121.677,1876.064,1197.965,1877.586,1291.986,2070.798,1016.204,1711.633,584.048,1873.354,1106.204,1638.033,875.45
358805900034513,C,Scratch,B2,6840,4482.0,4338.0,4077.0,2367.0,1485.0,1413.0,1215.0,1008.0,945.0,1745.831,1658.829,1735.294,1741.893,2243.842,1724.485,1740.757,1874.341,1652.691,1849.555,1680.043,1801.586,1722.793,1994.123,1883.161,1958.587,1804.229,1961.942,1852.254,1555.02
358805900034513,C,Scratch,B3,1944,1530.0,1467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2295.167,2758.935,1898.945,2770.758,2218.543,2679.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358805900034513,C,Shape,B4,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358805900034513,C,Shape,B5,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358805900034513,C,Shape,B6,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358805900034513,C,Shape,B7,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358805900034513,C,Shape,B8,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358805900034513,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884704960014,C,Scratch,B1,2088,1932.0,1272.0,1072.0,1052.0,0.0,0.0,0.0,0.0,0.0,2211.867,685.034,2123.923,655.859,2271.015,1077.71,2152.528,1032.354,2031.108,573.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884704960014,C,Scratch,B2,2724,1448.0,1092.0,764.0,760.0,672.0,668.0,660.0,480.0,0.0,1692.221,1958.252,2196.401,1749.086,1776.96,2037.001,2244.724,1408.277,1903.127,1325.937,2226.476,2053.251,2186.202,2023.195,2260.881,1999.766,1672.381,1645.774,0.0,0.0
351884704960014,C,Scratch,B3,2160,2072.0,1964.0,1544.0,1484.0,1228.0,1096.0,896.0,760.0,600.0,2186.978,2654.824,2191.182,2717.062,1746.17,2683.554,2050.241,2736.449,2017.753,2806.121,1778.365,2747.679,2155.844,2385.256,2137.836,2684.808,1704.172,2489.175,2292.487,2804.41
351884704960014,C,Shape,B4,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884704960014,C,Shape,B5,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884704960014,C,Shape,B6,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884704960014,C,Shape,B7,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884704960014,C,Shape,B8,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884704960014,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359577628858254,C,Scratch,B1,912,712.0,644.0,576.0,556.0,416.0,0.0,0.0,0.0,0.0,1784.912,1023.582,1723.323,983.669,2125.94,1258.321,1723.443,1136.396,1838.198,732.778,2171.226,548.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359577628858254,C,Scratch,B2,3132,2804.0,2500.0,1832.0,1304.0,1084.0,964.0,928.0,928.0,884.0,1665.127,1887.555,1683.119,1783.144,1688.44,1723.876,2135.874,2025.772,2267.613,1925.625,2247.896,1868.792,1804.564,1957.126,1718.629,1525.095,2182.944,1921.401,2259.433,1830.75
359577628858254,C,Scratch,B3,2392,1964.0,1580.0,1488.0,804.0,628.0,564.0,540.0,540.0,488.0,2278.959,2614.246,1797.161,2192.841,2279.744,2501.252,2059.937,2768.09,1647.349,2556.747,2226.704,2531.471,2148.852,2627.584,2282.58,2355.775,2179.057,2801.081,2226.025,2859.23
359577628858254,C,Shape,B4,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359577628858254,C,Shape,B5,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359577628858254,C,Shape,B6,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359577628858254,C,Shape,B7,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359577628858254,C,Shape,B8,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359577628858254,C,Scratch,B9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884709167516,C,Scratch,B1,7677,7038.0,6651.0,5454.0,4446.0,4329.0,4014.0,3132.0,3105.0,2637.0,2185.553,550.033,1657.804,1091.909,1682.784,890.045,2173.65,1217.385,1911.538,865.752,2155.805,863.689,2002.531,703.468,2027.408,549.523,2142.701,1143.394,2257.213,854.4
351884709167516,C,Scratch,B2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351884709167516,C,Scratch,B3,4356,4167.0,3402.0,2484.0,1998.0,1710.0,1638.0,1044.0,0.0,0.0,1741.793,2647.574,2079.683,2771.349,1741.238,2589.231,2032.463,2712.925,1696.137,2174.541,2294.547,2347.607,1752.482,2818.909,2270.757,2615.43,0.0,0.0,0.0,0.0
351884709167516,C,Shape,B4,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884709167516,C,Shape,B5,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884709167516,C,Shape,B6,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884709167516,C,Shape,B7,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351884709167516,C,Shape,B8,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
